timestamp,open,high,low,close,volume,bid,ask
2024-01-01 09:00:00,1.1,1.1000685265258323,1.0997257812258454,1.0999126768483143,150.64035914569257,1.0998301768483143,1.0999951768483143
2024-01-01 09:01:00,1.0999498379896149,1.0999677329963058,1.09963069093097,1.0997370524305101,139.21024249430354,1.0996545524305101,1.09981955243051
2024-01-01 09:02:00,1.0996749905149366,1.1000227684163333,1.0996154201331654,1.0998591173278456,193.87016504811942,1.0997766173278456,1.0999416173278456
2024-01-01 09:03:00,1.0999123109659086,1.0999727906398933,1.0998479693542202,1.0998554473670359,186.3546465412589,1.099772947367036,1.0999379473670359
2024-01-01 09:04:00,1.0998526941986508,1.1000203227695007,1.099774697379557,1.1000170356310435,77.73432267812998,1.0999345356310435,1.1000995356310435
2024-01-01 09:05:00,1.09997067934318,1.1001748598360372,1.0999662230905853,1.1000036629685326,137.06574404874493,1.0999211629685326,1.1000861629685326
2024-01-01 09:06:00,1.100052987014499,1.1000814021038916,1.0998015480277221,1.0998984624974943,139.99322446189984,1.0998159624974944,1.0999809624974943
2024-01-01 09:07:00,1.0999318116761354,1.1000830903017589,1.0998333928022312,1.0998384186348131,110.87179122749035,1.0997559186348131,1.0999209186348131
2024-01-01 09:08:00,1.0998774957780295,1.1000661614677076,1.0994368551998746,1.0996606956272468,129.79364766013583,1.0995781956272468,1.0997431956272468
2024-01-01 09:09:00,1.0997851653199608,1.0998254078297884,1.0995174956926153,1.099593067228451,191.8900579470777,1.099510567228451,1.099675567228451
2024-01-01 09:10:00,1.0995110409200577,1.0995460282902458,1.0994156295756943,1.099466507307748,170.03346631159692,1.099384007307748,1.099549007307748
2024-01-01 09:11:00,1.0994454533518634,1.099677761179457,1.099395976054953,1.0995524643658974,67.73721661094692,1.0994699643658974,1.0996349643658974
2024-01-01 09:12:00,1.0996312439310283,1.0996459931360918,1.0994077743678192,1.0994277994974364,81.93202249691203,1.0993452994974364,1.0995102994974364
2024-01-01 09:13:00,1.0993738786998044,1.0994882288487255,1.0991809001833999,1.0993397754833099,135.22588721751026,1.0992572754833099,1.0994222754833098
2024-01-01 09:14:00,1.099365761382235,1.0995281131921468,1.0992900215232069,1.0994312134115898,130.14917984380747,1.0993487134115898,1.0995137134115898
2024-01-01 09:15:00,1.0994215258104219,1.0995790958110896,1.099409628423537,1.0994329567775298,62.62222982632676,1.0993504567775298,1.0995154567775298
2024-01-01 09:16:00,1.0995074535415614,1.0995681022248447,1.0992357444972671,1.0993196565553314,111.60610450010019,1.0992371565553314,1.0994021565553314
2024-01-01 09:17:00,1.0992518815715693,1.0994226631183286,1.099216003271259,1.0993136069060145,152.40153790218477,1.0992311069060146,1.0993961069060145
2024-01-01 09:18:00,1.0993762753218015,1.0993999223100692,1.0989847035554694,1.0992447183872,59.96726269325188,1.0991622183872,1.0993272183872
2024-01-01 09:19:00,1.0992096666362485,1.099351686207753,1.0990644169299213,1.0992500140740338,95.23667363856445,1.0991675140740338,1.0993325140740338
2024-01-01 09:20:00,1.0993026569502744,1.0993658926372505,1.0992377773408555,1.099336598601304,194.11321122850225,1.099254098601304,1.099419098601304
2024-01-01 09:21:00,1.0993187235866089,1.0993559599192648,1.0992440084233206,1.099343729993075,50.620344356415046,1.099261229993075,1.099426229993075
2024-01-01 09:22:00,1.0993273370170191,1.0997674414743261,1.0991502952555317,1.0996125955261304,189.6596632681659,1.0995300955261305,1.0996950955261304
2024-01-01 09:23:00,1.0995542208395406,1.099772072844306,1.09947357521981,1.0996689917788085,177.7946122523929,1.0995864917788085,1.0997514917788085
2024-01-01 09:24:00,1.0997695910671546,1.0999133147114628,1.0995471278309155,1.0996315014840534,109.59886102749806,1.0995490014840534,1.0997140014840534
2024-01-01 09:25:00,1.0996441204709915,1.0997552234133938,1.0992742605561354,1.0996277437719275,182.00136331489966,1.0995452437719275,1.0997102437719275
2024-01-01 09:26:00,1.099684653600861,1.0996890834325483,1.0995604087839697,1.0995676227724105,65.81191183008175,1.0994851227724105,1.0996501227724105
2024-01-01 09:27:00,1.099551303057192,1.0995558904953742,1.0994581200108433,1.0995102442400988,78.22206658931918,1.0994277442400988,1.0995927442400988
2024-01-01 09:28:00,1.099380737032707,1.0994632800392952,1.099238443912495,1.0993986420792687,112.39787401831305,1.0993161420792688,1.0994811420792687
2024-01-01 09:29:00,1.0994100766947092,1.099462625808745,1.0992106906824937,1.0992387652544697,139.4944543384525,1.0991562652544697,1.0993212652544697
2024-01-01 09:30:00,1.0993146454132046,1.099408085746936,1.0991129593195967,1.0991904983716103,103.53997511764196,1.0991079983716103,1.0992729983716103
2024-01-01 09:31:00,1.0991580637172735,1.0996102245197301,1.0990494516457037,1.0993601610663604,195.4853085387565,1.0992776610663604,1.0994426610663603
2024-01-01 09:32:00,1.0993644475278814,1.0993893936932226,1.0992647749526594,1.0993873527039573,118.4909011092476,1.0993048527039573,1.0994698527039573
2024-01-01 09:33:00,1.099426395999739,1.0994730108765143,1.0993877785472062,1.0994297167039884,186.66362784086454,1.0993472167039884,1.0995122167039884
2024-01-01 09:34:00,1.0994131702031695,1.0994974328093778,1.0992772960266868,1.0993453231636665,178.38026669670214,1.0992628231636665,1.0994278231636665
2024-01-01 09:35:00,1.0993140476431515,1.0993653722870154,1.099259670331553,1.0993363875871027,186.7590173977535,1.0992538875871027,1.0994188875871027
2024-01-01 09:36:00,1.0993981741897596,1.0994984290015937,1.0993780893779415,1.0993990091327768,144.33861229447626,1.0993165091327768,1.0994815091327768
2024-01-01 09:37:00,1.0994096737828325,1.0994747241421008,1.0993021587533942,1.0993919090069086,108.2333406610097,1.0993094090069087,1.0994744090069086
2024-01-01 09:38:00,1.0994257320889789,1.0995236956002827,1.0993104177474835,1.0994629098580517,53.47244494535636,1.0993804098580517,1.0995454098580517
